STT;Function ID (*);Tàn CN;M? MÖn hçnh;Tàn mÖn hçnh/API;M? quy trçnh;Tàn quy trçnh;M? UC (*)
;DC1-XLDL-TTTN-HCTP-HT-168;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? khai sinh. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC168-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC168
;DC1-XLDL-TTTN-HCTP-HT-169;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? khai sinh. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC169-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC169
;DC1-XLDL-TTTN-HCTP-HT-169;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? khai sinh. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC169-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC169
;DC1-XLDL-TTTN-HCTP-HT-169;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? khai sinh. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC169-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC169
;DC1-XLDL-TTTN-HCTP-HT-170;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC170-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC170
;DC1-XLDL-TTTN-HCTP-HT-170;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC170-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC170
;DC1-XLDL-TTTN-HCTP-HT-170;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC170-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC170
;DC1-XLDL-TTTN-HCTP-HT-171;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC171-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC171
;DC1-XLDL-TTTN-HCTP-HT-171;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC171-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC171
;DC1-XLDL-TTTN-HCTP-HT-171;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC171-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC171
;DC1-XLDL-TTTN-HCTP-HT-171;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC171-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC171
;DC1-XLDL-TTTN-HCTP-HT-172;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC172-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC172
;DC1-XLDL-TTTN-HCTP-HT-172;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC172-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC172
;DC1-XLDL-TTTN-HCTP-HT-172;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? k?t hìn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC172-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC172
;DC1-XLDL-TTTN-HCTP-HT-173;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC173-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC173
;DC1-XLDL-TTTN-HCTP-HT-173;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC173-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC173
;DC1-XLDL-TTTN-HCTP-HT-173;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC173-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC173
;DC1-XLDL-TTTN-HCTP-HT-174;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC174-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC174
;DC1-XLDL-TTTN-HCTP-HT-174;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC174-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC174
;DC1-XLDL-TTTN-HCTP-HT-174;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC174-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC174
;DC1-XLDL-TTTN-HCTP-HT-174;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC174-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC174
;DC1-XLDL-TTTN-HCTP-HT-175;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC175-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC175
;DC1-XLDL-TTTN-HCTP-HT-175;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC175-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC175
;DC1-XLDL-TTTN-HCTP-HT-175;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC175-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC175
;DC1-XLDL-TTTN-HCTP-HT-176;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC176-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC176
;DC1-XLDL-TTTN-HCTP-HT-176;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC176-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC176
;DC1-XLDL-TTTN-HCTP-HT-176;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC176-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC176
;DC1-XLDL-TTTN-HCTP-HT-177;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC177-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC177
;DC1-XLDL-TTTN-HCTP-HT-177;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC177-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC177
;DC1-XLDL-TTTN-HCTP-HT-177;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC177-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC177
;DC1-XLDL-TTTN-HCTP-HT-177;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC177-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC177
;DC1-XLDL-TTTN-HCTP-HT-178;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC178-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC178
;DC1-XLDL-TTTN-HCTP-HT-178;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC178-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC178
;DC1-XLDL-TTTN-HCTP-HT-178;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? khai t?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC178-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC178
;DC1-XLDL-TTTN-HCTP-HT-179;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC179-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC179
;DC1-XLDL-TTTN-HCTP-HT-179;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC179-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC179
;DC1-XLDL-TTTN-HCTP-HT-179;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC179-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC179
;DC1-XLDL-TTTN-HCTP-HT-180;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC180-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC180
;DC1-XLDL-TTTN-HCTP-HT-180;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC180-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC180
;DC1-XLDL-TTTN-HCTP-HT-180;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC180-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC180
;DC1-XLDL-TTTN-HCTP-HT-180;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC180-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC180
;DC1-XLDL-TTTN-HCTP-HT-181;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC181-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC181
;DC1-XLDL-TTTN-HCTP-HT-181;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC181-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC181
;DC1-XLDL-TTTN-HCTP-HT-181;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? nh?n cha, m?, con. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC181-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC181
;DC1-XLDL-TTTN-HCTP-HT-182;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC182-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC182
;DC1-XLDL-TTTN-HCTP-HT-182;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC182-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC182
;DC1-XLDL-TTTN-HCTP-HT-182;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC182-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC182
;DC1-XLDL-TTTN-HCTP-HT-183;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC183-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC183
;DC1-XLDL-TTTN-HCTP-HT-183;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC183-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC183
;DC1-XLDL-TTTN-HCTP-HT-183;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC183-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC183
;DC1-XLDL-TTTN-HCTP-HT-183;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC183-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC183
;DC1-XLDL-TTTN-HCTP-HT-184;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC184-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC184
;DC1-XLDL-TTTN-HCTP-HT-184;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC184-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC184
;DC1-XLDL-TTTN-HCTP-HT-184;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? nuìi con nuìi. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC184-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC184
;DC1-XLDL-TTTN-HCTP-HT-185;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC185-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC185
;DC1-XLDL-TTTN-HCTP-HT-185;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC185-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC185
;DC1-XLDL-TTTN-HCTP-HT-185;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC185-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC185
;DC1-XLDL-TTTN-HCTP-HT-186;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC186-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC186
;DC1-XLDL-TTTN-HCTP-HT-186;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC186-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC186
;DC1-XLDL-TTTN-HCTP-HT-186;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC186-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC186
;DC1-XLDL-TTTN-HCTP-HT-186;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC186-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC186
;DC1-XLDL-TTTN-HCTP-HT-187;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC187-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC187
;DC1-XLDL-TTTN-HCTP-HT-187;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC187-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC187
;DC1-XLDL-TTTN-HCTP-HT-187;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC187-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC187
;DC1-XLDL-TTTN-HCTP-HT-188;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC188-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC188
;DC1-XLDL-TTTN-HCTP-HT-188;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC188-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC188
;DC1-XLDL-TTTN-HCTP-HT-188;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC188-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC188
;DC1-XLDL-TTTN-HCTP-HT-189;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC189-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC189
;DC1-XLDL-TTTN-HCTP-HT-189;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC189-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC189
;DC1-XLDL-TTTN-HCTP-HT-189;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC189-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC189
;DC1-XLDL-TTTN-HCTP-HT-189;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC189-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC189
;DC1-XLDL-TTTN-HCTP-HT-190;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC190-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC190
;DC1-XLDL-TTTN-HCTP-HT-190;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC190-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC190
;DC1-XLDL-TTTN-HCTP-HT-190;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC190-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC190
;DC1-XLDL-TTTN-HCTP-HT-191;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC191-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC191
;DC1-XLDL-TTTN-HCTP-HT-191;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC191-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC191
;DC1-XLDL-TTTN-HCTP-HT-191;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC191-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC191
;DC1-XLDL-TTTN-HCTP-HT-192;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC192-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC192
;DC1-XLDL-TTTN-HCTP-HT-192;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC192-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC192
;DC1-XLDL-TTTN-HCTP-HT-192;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC192-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC192
;DC1-XLDL-TTTN-HCTP-HT-192;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC192-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC192
;DC1-XLDL-TTTN-HCTP-HT-193;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC193-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC193
;DC1-XLDL-TTTN-HCTP-HT-193;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC193-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC193
;DC1-XLDL-TTTN-HCTP-HT-193;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC193-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC193
;DC1-XLDL-TTTN-HCTP-HT-194;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC194-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC194
;DC1-XLDL-TTTN-HCTP-HT-194;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC194-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC194
;DC1-XLDL-TTTN-HCTP-HT-194;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC194-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC194
;DC1-XLDL-TTTN-HCTP-HT-195;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC195-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC195
;DC1-XLDL-TTTN-HCTP-HT-195;C?u hçnh ki?m tra t°nh h?p l? v? B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC195-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC195
;DC1-XLDL-TTTN-HCTP-HT-195;C?u hçnh x? l? gi† tr? thi?u v? B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC195-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC195
;DC1-XLDL-TTTN-HCTP-HT-195;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC195-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC195
;DC1-XLDL-TTTN-HCTP-HT-196;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC196-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC196
;DC1-XLDL-TTTN-HCTP-HT-196;C?u hçnh x? l? tróng l?p v? B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC196-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC196
;DC1-XLDL-TTTN-HCTP-HT-196;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC196-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC196
;DC1-XLDL-TTTN-HCTP-HT-197;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC197-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC197
